CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)COCCOCCOCCOCC(=O)NC[C@H]2CC[C@H]3CC[C@H](N3C(=O)[C@H]2NC(=O)[C@H](CC)NC)C(=O)NC(c4ccccc4)c5ccccc5)CC[C@H]6CC[C@H](N6C1=O)C(=O)NC(c7ccccc7)c8ccccc8.OC(=O)C(F)(F)F	CHEMBL2204577	pIC50=6.92
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC2CCCc3ccccc23	CHEMBL1622024	pKi=6.92
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CHEMBL3094406	pIC50=6.92
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(cc23)C(OC)c4ccccc4	CHEMBL3700011	pIC50=6.92
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@H](CN1)C(=O)N(C)C	CHEMBL3700041	pIC50=6.92
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N5CCC5	CHEMBL3699981	pIC50=6.92
CCNCC[C@H]1CC[C@H]2CC[C@H](N2C(=O)[C@H]1NC(=O)[C@@H](N)CC)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL578038	pIC50=6.96
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(cc2)C(F)(F)F)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957024	pIC50=6.96
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL575256	pIC50=6.96
CNC(=O)[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cc(F)c(cc23)S(=O)(=O)c4ccccc4	CHEMBL3696522	pIC50=6.96
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3c(OC)ccc4ccccc34)[C@@H]12)C(C)(C)C	CHEMBL458742	pKi=6.96
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(cc23)C4=CCCCC4	CHEMBL3699987	pIC50=6.96
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(c3ccccc3)c4ccc(cc24)C#N	CHEMBL3700015	pIC50=6.96
COC[C@H]1CN[C@H](C)CN1CC(=O)N2C[C@@](C)(c3onc(C)c3)c4ccc(Cc5ccccc5)cc24	CHEMBL3700050	pIC50=6.96
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N(C)C	CHEMBL3699980	pIC50=6.96
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CC[C@H](F)C5)CN1	CHEMBL3700073	pIC50=6.96
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4)cc23)[C@@H](Cn5cc(F)cn5)CN1	CHEMBL3700048	pIC50=6.96
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(cc23)C(=O)c4ccccc4)[C@@H](CN5CCCC5=O)CN1	CHEMBL3700058	pIC50=6.96
Cl.COc1ccc2cc(Br)ccc2c1CN3C(=O)[C@H](CCc4ccccc34)NC(=O)[C@@H](N)[C@H](C)O	CHEMBL2431763	pIC50=6.98
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNC(=O)NCc2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL575369	pIC50=7.0
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL573548	pIC50=7.0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(cc4)C#Cc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(=O)N[C@@H]7CCCc8ccccc78)C(C)(C)C	CHEMBL3339216	pIC50=7.0
CN[C@@H](C)C(=O)N[C@H]1COc2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O.OC(=O)C(F)(F)F	CHEMBL2431765	pIC50=7.0
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3c[n+]([O-])c(Cc4ccc(F)cc4F)cc23)[C@H](CN1)C(=O)N(C)C	CHEMBL3700044	pIC50=7.0
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CC[C@@H](F)C5)CN1	CHEMBL3700074	pIC50=7.0
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(cc23)C(C)(F)F)[C@@H](CN4CCN(C)C(=O)C4)CN1	CHEMBL3700090	pIC50=7.0
C[C@@H]1CN(CC(=O)N2CC(C)(c3ccccc3)c4ccc(cc24)C#N)[C@@H](Cn5cccn5)CN1	CHEMBL3700022	pIC50=7.0
C[C@H](N)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)NCc3ccccc3	CHEMBL471827	pKi=7.0
CC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cc(F)c(cc23)S(=O)(=O)c4ccccc4	CHEMBL3696514	pIC50=7.01
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]2[C@H](CCc3ccccc23)OCC#C)C(C)(C)C	CHEMBL3108925	pIC50=7.02
COC[C@H]1CN[C@H](C)CN1CC(=O)N2C[C@](C)(c3ccccc3)c4ccc(cc24)C#N	CHEMBL3700019	pIC50=7.03
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc23)[C@@H](CN5CC[C@@H](F)C5)CN1	CHEMBL3700099	pIC50=7.03
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N5CCCCC5	CHEMBL3700012	pIC50=7.04
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4F)cc23)[C@@H](CN5CC[C@@H](F)C5)CN1	CHEMBL3700103	pIC50=7.04
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc23)[C@@H](CN5CCOC[C@@H]5C)CN1	CHEMBL3700098	pIC50=7.06
CCNCC[C@H]1CC[C@H]2CC[C@H](N2C(=O)[C@H]1NC(=O)[C@H](CC)NC)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL573788	pIC50=7.07
C[C@@H]1CN(CC(=O)N2CC(C)(COCc3ccccc3)c4cnc(Cc5ccccc5)cc24)[C@H](CN1)C(=O)N(C)C	CHEMBL3699985	pIC50=7.07
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cc(F)c(cc23)S(=O)(=O)c4ccc(OC)cc4	CHEMBL3699947	pIC50=7.08
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3nn(C)c4ccccc34)C1=O	CHEMBL2436221	pIC50=7.08
CCC(F)(F)c1cc2N(CC(C)(C)c2cn1)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CC[C@@H](F)C4	CHEMBL3700081	pIC50=7.09
CC[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2ccccc2	CHEMBL361542	pKi=7.09
CN[C@@H](C)C(=O)N[C@@H]([C@H](C)OCC#CC#CCO[C@@H](C)[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1Cn2nnnc2Sc3ccccc3)C(=O)N4CCC[C@H]4Cn5nnnc5Sc6ccccc6	CHEMBL2204571	pIC50=7.09
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCCC5=O)CN1	CHEMBL3700070	pIC50=7.09
Cl.CCN[C@@H](C)C(=O)N[C@H]1CCc2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O	CHEMBL2431764	pIC50=7.09
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](Cn5nc(C)nc5C)CN1	CHEMBL3700075	pIC50=7.1
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccccc2Cl)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957016	pIC50=7.11
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5C=CC=NC5=O)CN1	CHEMBL3700056	pIC50=7.11
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CC[C@H](F)C5)CN1	CHEMBL3700071	pIC50=7.11
CCCC(F)(F)c1cc2N(CC(C)(C)c2cn1)C(=O)CN3C[C@@H](C)NC[C@@H]3Cc4nccs4	CHEMBL3700092	pIC50=7.12
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cc(F)c(cc23)S(=O)(=O)c4ccccc4	CHEMBL3699945	pIC50=7.12
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Oc4ccccc4Cl)cc23	CHEMBL3699991	pIC50=7.13
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(cc23)C(F)(F)c4ccccc4	CHEMBL3700025	pIC50=7.13
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N5CCOCC5	CHEMBL3699992	pIC50=7.13
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc23)[C@@H](CN5CCOCC5)CN1	CHEMBL3700093	pIC50=7.13
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCOC5=O)CN1	CHEMBL3700069	pIC50=7.13
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CC[C@@H](F)C5)CN1	CHEMBL3700072	pIC50=7.14
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N5CCOCC5	CHEMBL3699982	pIC50=7.14
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(cc23)C(F)(F)c4ccccc4)[C@@H](CN5CC[C@@H](F)C5)CN1	CHEMBL3700086	pIC50=7.14
C[C@@H]1CN(CC(=O)N2C[C@](C)(c3ccccc3)c4ccc(cc24)C#N)[C@@H](Cn5cccn5)CN1	CHEMBL3700033	pIC50=7.14
CC[C@H](NC)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL487353	pKi=7.17
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5C=CN=CC5=O)CN1	CHEMBL3700065	pIC50=7.17
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@@H](Cn5cccn5)CN1	CHEMBL3699993	pIC50=7.17
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNCc2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)N[C@@H](c4ccccc4)c5cn(CCCCc6ccc(CCCCn7cc(nn7)[C@@H](NC(=O)[C@@H]8CC[C@@H]9CC[C@H](CNCc%10ccccc%10)[C@H](NC(=O)[C@H](CC)NC)C(=O)N89)c%11ccccc%11)cc6)nn5.OC(=O)C(F)(F)F	CHEMBL2205249	pIC50=7.18
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4F)cc23)[C@@H](CN5CCOCC5)CN1	CHEMBL3700102	pIC50=7.18
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2cc(F)cc(F)c2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957023	pIC50=7.19
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC3(CN(C3)C(=O)C)c4ccc(Cc5ccccc5)cc24	CHEMBL3699959	pIC50=7.19
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCC(F)(F)C5)CN1	CHEMBL3700077	pIC50=7.19
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@@H](Cn5cc(F)cn5)CN1	CHEMBL3700035	pIC50=7.19
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(cc23)C(F)(F)CC4CC4)[C@@H](CN5CCOCC5)CN1	CHEMBL3700091	pIC50=7.19
C[C@@H]1CN(CC(=O)N2C[C@@](C)(c3ccccc3)c4ccc(cc24)C#N)[C@H](CN1)C(=O)N5CCOCC5	CHEMBL3700030	pIC50=7.19
Cl.CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3cc(Br)ccc23)c4ccccc4OC15CCOCC5	CHEMBL2431766	pIC50=7.19
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCCC5=O)CN1	CHEMBL3700068	pIC50=7.2
C[C@@H]1CN(CC(=O)N2CC3(Cc4ccccc4C3)c5ccc(cc25)C#N)[C@H](CN1)C(=O)N6CCOCC6	CHEMBL3699990	pIC50=7.2
CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@@H]3Cc4cc(Cl)cc(Cl)c4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	CHEMBL3094403	pIC50=7.21
CC[C@H](NC)C(=O)N[C@H]1CCC[C@H]2CC[C@H](N2C1=O)C(=O)N(c3ccccc3)c4ccccc4	CHEMBL514738	pKi=7.22
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H]2CCCc3ccccc23	CHEMBL1621842	pKi=7.22
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(CN([C@@H](C)c5cccc(F)c5F)C(=O)[C@@H]6Cc7ccccc7CN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc4)C(C)(C)C	CHEMBL3339222	pIC50=7.22
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(cc23)C(F)(F)c4ccccc4)[C@@H](CN5C(=O)CCC5=O)CN1	CHEMBL3700083	pIC50=7.22
C[C@@H]1CN(CC(=O)N2CC3(Cc4ccccc4C3)c5ccc(cc25)C#N)[C@@H](Cn6cc(C)cn6)CN1	CHEMBL3700038	pIC50=7.22
C[C@H](N)C(=O)N[C@H]1CCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL486772	pKi=7.22
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(C)cc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957015	pIC50=7.24
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(OC)cc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957026	pIC50=7.24
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(cc2)C(=O)OC)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957106	pIC50=7.24
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(cc2)[N+](=O)[O-])CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957105	pIC50=7.24
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccccc2C)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957013	pIC50=7.24
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(CN([C@H]5CCCc6ccccc56)C(=O)[C@@H]7Cc8ccccc8CN7C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc4)C(C)(C)C	CHEMBL3339220	pIC50=7.24
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCC(=O)C5)CN1	CHEMBL3700076	pIC50=7.24
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCCCC5=O)CN1	CHEMBL3700063	pIC50=7.24
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCOCC5)CN1	CHEMBL3700095	pIC50=7.24
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)c2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O	CHEMBL2436329	pIC50=7.24
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3c(C)ccc4ccccc34)C1=O	CHEMBL2436219	pIC50=7.24
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4)cc23)[C@@H](CN5CCOCC5)CN1	CHEMBL3700096	pIC50=7.26
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5N=CC=CC5=O)CN1	CHEMBL3700064	pIC50=7.26
CCC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CCOC[C@H]4COC	CHEMBL3700106	pIC50=7.28
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(N)cc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957107	pIC50=7.28
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2cccc(C)c2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957014	pIC50=7.28
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccccc2F)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957019	pIC50=7.28
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCOCC5)CN1	CHEMBL3700084	pIC50=7.28
CCCC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CCOCC4	CHEMBL3700097	pIC50=7.29
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2cc(ccc2N(Cc3c(C)ccc4ccccc34)C1=O)C#N	CHEMBL2436224	pIC50=7.29
CC[C@@H]1COCCN1C[C@H]2CN[C@H](C)CN2CC(=O)N3CC(C)(C)c4ncc(cc34)C(C)(F)F	CHEMBL3700104	pIC50=7.3
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(cc23)C(C)(F)F)[C@@H](CN4CCCC4=O)CN1	CHEMBL3700055	pIC50=7.3
CC[C@H](N)C(=O)N[C@H]1[C@@H](CCNCc2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL575370	pIC50=7.31
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Oc4ccccc4Cl)cc23)[C@@H](Cn5cc(F)cn5)CN1	CHEMBL3700051	pIC50=7.31
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(cc23)C(F)(F)c4ccccc4)[C@H](CN1)C(=O)N(C)C	CHEMBL3700036	pIC50=7.31
CC[C@H](N)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4ccc5ccccc5c4	CHEMBL488796	pKi=7.33
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(Cl)cc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957018	pIC50=7.33
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2cccc(Cl)c2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957017	pIC50=7.33
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCOC5=O)CN1	CHEMBL3700078	pIC50=7.33
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23)[C@@H](CN5CCOCC5=O)CN1	CHEMBL3700062	pIC50=7.33
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4F)cc23)[C@@H](CN5CCOCC5)CN1	CHEMBL3700100	pIC50=7.33
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc23)[C@@H](CN5C[C@@H](C)O[C@@H](C)C5)CN1	CHEMBL3639989	pIC50=7.33
CC(C)C(F)(F)c1cc2N(CC(C)(C)c2cn1)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CCCC4=O	CHEMBL3700079	pIC50=7.34
CCC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CCCC4=O	CHEMBL3700061	pIC50=7.34
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(cc23)C(F)(F)C4CCC4)[C@@H](CN5CCCC5=O)CN1	CHEMBL3700089	pIC50=7.34
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(COc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(=O)N[C@@H]7CCCc8ccccc78)cc4)C(C)(C)C	CHEMBL3339215	pIC50=7.35
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(cc23)C(F)(F)C4CC4)[C@@H](CN5CCCC5=O)CN1	CHEMBL3700080	pIC50=7.35
CC(C)CC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CCCC4=O	CHEMBL3700082	pIC50=7.36
CC[C@H](NC)C(=O)N[C@H]1CCc2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O.OC(=O)C(F)(F)F	CHEMBL2431762	pIC50=7.36
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2cccc(F)c2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957020	pIC50=7.36
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4)cc23)[C@@H](CN5CCCC5=O)CN1	CHEMBL3700052	pIC50=7.36
CCCC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4C[C@@H](C)O[C@@H](C)C4	CHEMBL3700101	pIC50=7.37
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(F)cc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957021	pIC50=7.39
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC2c3ccccc3c4ccccc24)C(C)(C)C	CHEMBL360180	pKd=7.4
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(CCc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(=O)N[C@@H]7CCCc8ccccc78)cc4)C(C)(C)C	CHEMBL3339217	pIC50=7.4
CC[C@H](N)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL487149	pKi=7.41
C[C@H](N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)NC(C(C)CCCNC(=O)c3c(cccc3C4=C5C=CC(=O)C=C5Oc6cc(O)ccc46)C(=O)ON7C(=O)CCC7=O)C(=O)O	CHEMBL384327	pKd=7.42
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)CCNC2=C(NCCC(=O)NC[C@H]3CC[C@H]4CC[C@H](N4C(=O)[C@H]3NC(=O)[C@H](CC)NC)C(=O)NC(c5ccccc5)c6ccccc6)C(=O)C2=O)CC[C@H]7CC[C@H](N7C1=O)C(=O)NC(c8ccccc8)c9ccccc9.OC(=O)C(F)(F)F	CHEMBL2204580	pIC50=7.43
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc5sc(NC(=O)c6ccc7C[C@H](N(Cc7c6)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(=O)N[C@@H]8CCCc9ccccc89)nc5c4)C(C)(C)C	CHEMBL3339218	pIC50=7.43
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc2snnc2c3ccccc3)c4ccccc4	CHEMBL2063868	pKi=7.46
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(cc2)[N+](=O)[O-])c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436207	pIC50=7.46
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C#N)n(c3ccccc3C#N)c4ccccc24)c5ccccc5OC16CCOCC6	CHEMBL2436227	pIC50=7.5
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3nn(c4ccccc4C#N)c5ccccc35)C1=O	CHEMBL2436222	pIC50=7.5
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)NC[C@H]3CC[C@H]4CC[C@H](N4C(=O)[C@H]3NC(=O)[C@H](CC)NC)C(=O)NC(c5ccccc5)c6ccccc6)c7ccccc7.OC(=O)C(F)(F)F	CHEMBL2204569	pIC50=7.51
